Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
BAYLOR SCOTT & WHITE HEALTH,VANGUARD,Empower Retirement,BAYLOR SCOTT & WHITE HEALTH,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: BAYLOR SCOTT & WHITE HEALTH | Confidence: High (100%) | Match method: exact_normalized | Plan: BAYLOR SCOTT & WHITE HEALTH 403(B) SAVINGS PLAN | Participants: 7,290 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"PATH, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Nationwide,PATH,High,exact_normalized,"Recordkeeper: Nationwide | Matched employer: PATH | Confidence: High (100%) | Match method: exact_normalized | Plan: PATH CORPORATION 403(B) PLAN | Participants: 1,523 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
ASCENSION HEALTH DBA ASCENSION HEALTHCARE,MUTUAL OF AMERICA,Transamerica,ASCENSION HEALTH DBA ASCENSION HEALTHCARE,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: ASCENSION HEALTH DBA ASCENSION HEALTHCARE | Confidence: High (100%) | Match method: exact_normalized | Plan: ASCENSION HEALTHCARE 401(K) RETIREMENT SAVINGS PLAN | Participants: 8,146 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
PRIMANTI CORPORATION,GREAT-WEST LIFE AND ANNUITY INSURANCE,Voya,PRIMANTI CORPORATION,High,exact_normalized,Recordkeeper: Voya | Matched employer: PRIMANTI CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: PRIMANTI CORPORATION 401(K) PLAN | Participants: 831 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"TYSON FOODS, INC.",NWPS,Fidelity Investments,"TYSON FOODS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: TYSON FOODS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TYSON FOODS, INC. RETIREMENT SAVINGS PLAN | Participants: 131,960 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SCHNUCK MARKETS, INC.",ALIGHT SOLUTIONS,Fidelity Investments,"SCHNUCK MARKETS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: SCHNUCK MARKETS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SCHNUCKS PAY DEFERRAL PLAN-30 | Participants: 9,399 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
WILSON COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,"RESOURCES INVESTMENT ADVISORS, INC.","WILSON ENTERPRISES, INC.",High,exact_normalized,"Recordkeeper: RESOURCES INVESTMENT ADVISORS, INC. | Matched employer: WILSON ENTERPRISES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WILSON ENTERPRISES, INC. 401(K) PLAN | Participants: 434 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AWP, INC.",JOHN HANCOCK LIFE INSURANCE COMPANY,Principal,"AWP, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: AWP, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AWP, INC. 401(K) PLAN | Participants: 5,880 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
WALMART INC.,MERIDIAN TRUST AND INVESTMENT COMPANY,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,TRANSAMERICA,Empower Retirement,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: BURLINGTON COAT FACTORY WAREHOUSE CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: BURLINGTON STORES SAVINGS PLAN | Participants: 60,651 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
CALIFORNIA SCIENCE CENTER FOUNDATION,TIAA,CALIFORNIA SCIENCE CENTER FOUNDATIO,CALIFORNIA SCIENCE CENTER FOUNDATION,High,exact_normalized,Recordkeeper: CALIFORNIA SCIENCE CENTER FOUNDATIO | Matched employer: CALIFORNIA SCIENCE CENTER FOUNDATION | Confidence: High (100%) | Match method: exact_normalized | Plan: CALIFORNIA SCIENCE CENTER FOUNDATION 403(B) TDA PLAN | Participants: 326 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
THE WENDY'S COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"AUTOZONE, INC.",PRUDENTIAL,Fidelity Investments,"AUTOZONE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AUTOZONE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AUTOZONE, INC. 401(K) PLAN | Participants: 25,858 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"TEAM STAFFING, LLC",ASCENSUS,Mutual of America,"TEAM STAFFING, LLC",High,exact_normalized,"Recordkeeper: Mutual of America | Matched employer: TEAM STAFFING, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: TEAM STAFFING, LLC 401(K) RETIREMENT PLAN | Participants: 7,418 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SIGNATURE HEALTH, INC.",ADP,MORGAN STANLEY SMITH BARNEY,"SIGNATURE HEALTH, INC.",High,exact_normalized,"Recordkeeper: MORGAN STANLEY SMITH BARNEY | Matched employer: SIGNATURE HEALTH, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SIGNATURE HEALTH, INC. 401(K) PLAN | Participants: 997 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"HEALTH SERVICES, LLC",FIDELITY,Principal,"HEALTH SERVICES HOLDINGS, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: HEALTH SERVICES HOLDINGS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HEALTH SERVICES ADVISORY GROUP 401(K) PLAN | Participants: 589 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TOMAH MEMORIAL HOSPITAL,ADP,GLOBAL RETIREMENT PARTNERS,TOMAH MEMORIAL HOSPITAL,High,exact_normalized,Recordkeeper: GLOBAL RETIREMENT PARTNERS | Matched employer: TOMAH MEMORIAL HOSPITAL | Confidence: High (100%) | Match method: exact_normalized | Plan: TOMAH HEALTH RETIREMENT PLAN | Participants: 522 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"BRIDGEWAY, INC.",NATIONWIDE,Transamerica,"BRIDGEWAY, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: BRIDGEWAY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BRIDGEWAY, INC. 401(K) PROFIT SHARING PLAN | Participants: 427 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
GREASE MONKEY INTERNATIONAL LLC,ALERUS FINANCIAL,Transamerica,GREASE MONKEY INTERNATIONAL LLC,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: GREASE MONKEY INTERNATIONAL LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GREASE MONKEY INTERNATIONAL 401(K) PLAN | Participants: 2,204 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"THE ENDURANCE INTERNATIONAL GROUP, INC.",FIDELITY,Voya,"ENDURANCE GROUP, LLC",High,exact_normalized,"Recordkeeper: Voya | Matched employer: ENDURANCE GROUP, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: ENDURANCE GROUP, LLC 401(K) PLAN | Participants: 135 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
DENNY'S INC.,PRINCIPAL LIFE INSURANCE COMPANY,Fidelity Investments,"DENNY'S, INC.",High,fuzzy,"Recordkeeper: Fidelity Investments | Matched employer: DENNY'S, INC. | Confidence: High (92%) | Match method: fuzzy | Plan: DENNY'S 401(K) PLAN | Participants: 3,162 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 92, meeting the 92 threshold.",False,mismatch
CENTURY REHABILITATION OF TEXAS,ADP,"OESTRIECHER & CO., CPA",CENTURY REHABILITATION OF TEXAS,High,exact_normalized,"Recordkeeper: OESTRIECHER & CO., CPA | Matched employer: CENTURY REHABILITATION OF TEXAS | Confidence: High (100%) | Match method: exact_normalized | Plan: CENTURY REHABILITATION 401(K) PLAN | Participants: 405 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
COMPASS LLC,AXA EQUITABLE LIFE INSURANCE,Fidelity Investments,"COMPASS GROUP USA, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: COMPASS GROUP USA, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: COMPASS GROUP RETIREMENT PLAN | Participants: 263,796 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"MERRICK, INC.",STANCORP FINANCIAL GROUP,Milliman,MERRICK & COMPANY,High,exact_normalized,"Recordkeeper: Milliman | Matched employer: MERRICK & COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: MERRICK & COMPANY 401(K) AND ESOP | Participants: 1,426 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"KEYSTONE CONSOLIDATED INDUSTRIES, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,"ONEAMERICA RETIREMENT SERVICES, LLC",KEYSTONE CONSOLIDATED INDUSTRIES,High,exact_normalized,"Recordkeeper: ONEAMERICA RETIREMENT SERVICES, LLC | Matched employer: KEYSTONE CONSOLIDATED INDUSTRIES | Confidence: High (100%) | Match method: exact_normalized | Plan: KEYSTONE-BARTONVILLE 401(K) RETIREMENT PLAN | Participants: 1,021 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
R.R. DONNELLEY & SONS COMPANY,ADVISED ASSETS GROUP,Fidelity Investments,R. R. DONNELLEY & SONS COMPANY,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: R. R. DONNELLEY & SONS COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: RR DONNELLEY SAVINGS PLAN | Participants: 16,775 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"JELD-WEN HOLDING, INC.",401K PLANS,Fidelity Investments,"JELD-WEN HOLDING, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: JELD-WEN HOLDING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: JELD-WEN 401(K) RETIREMENT SAVINGS PLAN | Participants: 14,284 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"ALLEGIS GROUP, INC.",WELLS FARGO,Principal,"ALLEGIS GROUP, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: ALLEGIS GROUP, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ALLEGIS GROUP, INC. RETIREMENT SAVINGS PLAN TWO | Participants: 193,721 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"TRULITE GLASS & ALUMINUM SOLUTIONS, LLC",PRINCIPAL LIFE INSURANCE COMPANY,Charles Schwab,"TRULITE GLASS & ALUMINUM SOLUTIONS, LLC",High,exact_normalized,"Recordkeeper: Charles Schwab | Matched employer: TRULITE GLASS & ALUMINUM SOLUTIONS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: TRULITE GLASS & ALUMINUM SOLUTIONS, LLC 401(K) PLAN | Participants: 2,684 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
THE WENDY'S COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
WAYNE FARMS LLC,VANGUARD,Empower Retirement,WAYNE FARMS LLC,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: WAYNE FARMS LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WAYNE-SANDERSON FARMS 401(K) RETIREMENT PLAN | Participants: 27,958 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"ALTO PHARMACY, LLC",ADP,Fidelity Investments,ALTO PHARMACY LLC,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ALTO PHARMACY LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: ALTO PHARMACY 401(K) PLAN | Participants: 1,269 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
GLC BUSINESS SERVICES LLC,PAYCHEX,ADP,GLC BUSINESS SERVICES LLC,High,exact_normalized,Recordkeeper: ADP | Matched employer: GLC BUSINESS SERVICES LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GLC BUSINESS SERVICES LLC 401(K) PLAN | Participants: 177 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"WEDRIVEU, INC.",PENTEGRA,ADP,"WEDRIVEU, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: WEDRIVEU, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WEDRIVEU 401(K) PLAN | Participants: 4,534 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"KBS, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Fidelity Investments,"KBS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: KBS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: KBS, INC. PROFIT SHARING PLAN AND TRUST | Participants: 167 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
CREDITSAFE USA INC.,JPMORGAN CHASE BANK,JP MORGAN,CREDITSAFE USA INC.,High,exact_normalized,Recordkeeper: JP MORGAN | Matched employer: CREDITSAFE USA INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CREDITSAFE USA INC. 401(K) PLAN | Participants: 150 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"SHIFT4 PAYMENTS, LLC",CAPITAL GROUP RETIREMENT PLAN SERVICES,Merrill Lynch,"SHIFT4 PAYMENTS, LLC",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: SHIFT4 PAYMENTS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SHIFT4 401(K) PLAN | Participants: 2,930 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
APPLE INC.,GREAT-WEST LIFE AND ANNUITY INSURANCE,Fidelity Investments,APPLE INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: APPLE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: APPLE 401(K) PLAN | Participants: 144,388 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TANK HOLDING CORP.,GREAT-WEST LIFE AND ANNUITY INSURANCE,Principal,TANK HOLDING CORP.,High,exact_normalized,"Recordkeeper: Principal | Matched employer: TANK HOLDING CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE 401(K) PLAN | Participants: 3,103 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
RESTHAVEN,ALERUS FINANCIAL,Empower Retirement,RESTHAVEN,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: RESTHAVEN | Confidence: High (100%) | Match method: exact_normalized | Plan: RESTHAVEN 403(B) RETIREMENT PLAN | Participants: 431 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
