Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
J. GIBSON MCILVAIN COMPANY,ASCENSUS,Ascensus,J. GIBSON MCILVAIN COMPANY,High,exact_normalized,Recordkeeper: Ascensus | Matched employer: J. GIBSON MCILVAIN COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: J. GIBSON MCILVAIN EMPLOYEE 401(K) PS PLAN | Participants: 123 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALGREEN CO.,FIDELITY,Fidelity Investments,WALGREEN CO.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WALGREEN CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALGREENS RETIREMENT SAVINGS PLAN | Participants: 272,420 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FOOD LION, LLC",FIDELITY,Fidelity Investments,"FOOD LION, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: FOOD LION, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: FOOD LION 401(K) PLAN | Participants: 88,023 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AIMBRIDGE PARENT, INC",T. ROWE PRICE,T. Rowe Price,"AIMBRIDGE PARENT, INC",High,exact_normalized,"Recordkeeper: T. Rowe Price | Matched employer: AIMBRIDGE PARENT, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: AIMBRIDGE PARENT, INC. 401(K) PLAN | Participants: 55,551 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SFC CONTRACT SERVICES, INC.",JOHN HANCOCK LIFE INSURANCE COMPANY,John Hancock,"SFC CONTRACT SERVICES, INC.",High,exact_normalized,"Recordkeeper: John Hancock | Matched employer: SFC CONTRACT SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SFC CONTRACT SERVICES, INC. 401K PLAN | Participants: 122 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
CARROLS CORPORATION,PRUDENTIAL,Empower Retirement,CARROLS CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: CARROLS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: CARROLS CORPORATION RETIREMENT SAVINGS PLAN - FINAL | Participants: 3,208 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SARATOGA HARNESS RACING, INC.",ADP,ADP,"SARATOGA HARNESS RACING, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: SARATOGA HARNESS RACING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SARATOGA GAMING AND RACEWAY 401(K) PLAN | Participants: 418 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"UNITED STATES MARINE, INC",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"UNITED STATES MARINE, INC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: UNITED STATES MARINE, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: UNITED STATES MARINE INC 401(K) PLAN | Participants: 243 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SMARTSTOP STORAGE ADVISORS, LLC",FIDELITY,Fidelity Investments,"SMARTSTOP STORAGE ADVISORS, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: SMARTSTOP STORAGE ADVISORS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SMARTSTOP STORAGE ADVISORS 401(K) PLAN | Participants: 462 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
SPIRIT HOSPITALITY II LLC,MINNESOTA LIFE INSURANCE COMPANY,MINNESOTA LIFE INSURANCE COMPANY,SPIRIT HOSPITALITY II LLC,High,exact_normalized,Recordkeeper: MINNESOTA LIFE INSURANCE COMPANY | Matched employer: SPIRIT HOSPITALITY II LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SPIRIT HOSPITALITY II LLC 401(K) PROFIT SHARING | Participants: 138 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"24 SEVEN, LLC",VOYA RETIREMENT INSURANCE AND ANNUITY,THE BENEFIT PRACTICE,"24 SEVEN, LLC",High,exact_normalized,"Recordkeeper: THE BENEFIT PRACTICE | Matched employer: 24 SEVEN, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: 24 SEVEN, LLC 401(K) PLAN | Participants: 5,517 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"M. R. WILLIAMS, INC.",NATIONWIDE,Nationwide,"M. R. WILLIAMS, INC.",High,exact_normalized,"Recordkeeper: Nationwide | Matched employer: M. R. WILLIAMS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: M. R. WILLIAMS, INC. 401(K) PROFIT SHARING PLAN | Participants: 326 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"COMBINED METALS OF CHICAGO, LLC",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"COMBINED METALS OF CHICAGO, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: COMBINED METALS OF CHICAGO, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: COMBINED METALS DEFERRED COMPENSATION PLAN 401(K) | Participants: 400 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"CULVER FRANCHISING SYSTEM, LLC",EDWARD JONES,Empower Retirement,"CULVER FRANCHISING SYSTEM, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: CULVER FRANCHISING SYSTEM, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CULVER FRANCHISING SYSTEM, LLC 401(K) RETIREMENT PLAN | Participants: 473 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"WINGSTOP RESTAURANTS, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"WINGSTOP RESTAURANTS, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: WINGSTOP RESTAURANTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WRI EMPLOYEES 401(K) PLAN | Participants: 795 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE L.S. STARRETT COMPANY,BENEFIT PLANS ADMIN SERVICES,BENEFIT PLANS ADMINISTRATIVE SERVIC,THE L.S. STARRETT COMPANY,High,exact_normalized,Recordkeeper: BENEFIT PLANS ADMINISTRATIVE SERVIC | Matched employer: THE L.S. STARRETT COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: THE L.S. STARRETT COMPANY 401(K) SAVINGS PLAN | Participants: 631 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"CHANNEL CONTROL MERCHANTS, LLC",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"CHANNEL CONTROL MERCHANTS, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: CHANNEL CONTROL MERCHANTS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CHANNEL CONTROL MERCHANTS, LLC, 401(K) | Participants: 1,458 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
QUANTUM CORPORATION,FIDELITY,Fidelity Investments,QUANTUM CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: QUANTUM CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: QUANTUM CORPORATION EMPLOYEE SAVINGS AND INVESTMENT PLAN | Participants: 1,213 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
SALEM COMMUNITY HOSPITAL,ONEAMERICA RETIREMENT SERVICES,ONEAMERICA RETIREMENT SERVICES LLC,SALEM COMMUNITY HOSPITAL,High,exact_normalized,Recordkeeper: ONEAMERICA RETIREMENT SERVICES LLC | Matched employer: SALEM COMMUNITY HOSPITAL | Confidence: High (100%) | Match method: exact_normalized | Plan: SALEM REGIONAL MEDICAL CENTER 403(B) PLAN | Participants: 457 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"UNION HOSPITAL, INC.",AMERICAN UNITED,Fidelity Investments,"UNION HOSPITAL, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: UNION HOSPITAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: UNION HEALTH 403(B)RETIREMENT PLAN | Participants: 4,813 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
LAWTON GROUP LLC,PRINCIPAL LIFE INSURANCE COMPANY,Principal,LAWTON GROUP LLC,High,exact_normalized,Recordkeeper: Principal | Matched employer: LAWTON GROUP LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: LAWTON GROUP LLC 401(K) PLAN | Participants: 163 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"COMPUTER GENERATED SOLUTIONS, INC.",FIDELITY,Fidelity Investments,"COMPUTER GENERATED SOLUTIONS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: COMPUTER GENERATED SOLUTIONS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: COMPUTER GENERATED SOLUTIONS, INC. 401(K) RETIREMENT SAVINGS PLAN | Participants: 483 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BROADPATH, LLC",NEWPORT GROUP,Newport Group,"BROADPATH, LLC",High,exact_normalized,"Recordkeeper: Newport Group | Matched employer: BROADPATH, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: BROADPATH, LLC 401(K) PLAN | Participants: 817 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
GENESIS CORP.,FIDELITY,Fidelity Investments,GENESIS CORP.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: GENESIS CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: GENESIS CORP. 401(K) EMPLOYEES SAVINGS PLAN | Participants: 1,404 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE WENDY'S COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
BJC HEALTH SYSTEM,VANGUARD,Fidelity Investments,BJC HEALTH SYSTEM,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: BJC HEALTH SYSTEM | Confidence: High (100%) | Match method: exact_normalized | Plan: BJC 401(K) PLAN | Participants: 42,830 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"INGLES MARKETS, INCORPORATED",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"INGLES MARKETS, INCORPORATED",High,exact_normalized,"Recordkeeper: Principal | Matched employer: INGLES MARKETS, INCORPORATED | Confidence: High (100%) | Match method: exact_normalized | Plan: INGLES MARKETS, INCORPORATED INVESTMENT/PROFIT SHARING PLAN | Participants: 18,050 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"WIRELESS VISION, LLC",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"WIRELESS VISION, LLC",High,exact_normalized,"Recordkeeper: Principal | Matched employer: WIRELESS VISION, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WIRELESS VISION, LLC 401(K) PLAN | Participants: 1,706 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
TEXAS DE BRAZIL CORPORATION,AMERITAS,AMERITAS LIFE INSURANCE COMPANY,TEXAS DE BRAZIL CORPORATION,High,exact_normalized,"Recordkeeper: AMERITAS LIFE INSURANCE COMPANY | Matched employer: TEXAS DE BRAZIL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: TEXAS DE BRAZIL SAVINGS PLAN | Participants: 2,652 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
TRANSCOM WORLDWIDE U.S.,ADP,ADP,TRANSCOM WORLDWIDE U.S.,High,exact_normalized,Recordkeeper: ADP | Matched employer: TRANSCOM WORLDWIDE U.S. | Confidence: High (100%) | Match method: exact_normalized | Plan: TRANSCOM 401(K) RETIREMENT SAVINGS PLAN | Participants: 976 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"CELLULAR SALES OF KNOXVILLE, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,CAPITAL GROUP RETIREMENT PLAN SRVS,"CELLULAR SALES OF KNOXVILLE, INC.",High,exact_normalized,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SRVS | Matched employer: CELLULAR SALES OF KNOXVILLE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CELLULAR SALES OF KNOXVILLE, INC. 401(K) PLAN | Participants: 5,094 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"GORDON FOOD SERVICE, INC.",VANGUARD,Vanguard,"GORDON FOOD SERVICE, INC.",High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: GORDON FOOD SERVICE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GORDON FOOD SERVICE, INC. PROFIT SHARING PLAN | Participants: 19,871 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"KWIK TRIP, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"KWIK TRIP, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: KWIK TRIP, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: KWIK TRIP PROFIT SHARING 401(K) PLAN | Participants: 33,083 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BEARING TECHNOLOGIES, LTD",JOHN HANCOCK LIFE INSURANCE COMPANY,JPMORGAN INVEST HOLDINGS LLC,"BEARING TECHNOLOGIES, LTD",High,exact_normalized,"Recordkeeper: JPMORGAN INVEST HOLDINGS LLC | Matched employer: BEARING TECHNOLOGIES, LTD | Confidence: High (100%) | Match method: exact_normalized | Plan: BEARING TECHNOLOGIES, LTD 401(K) PROFIT SHARING PLAN | Participants: 153 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"UNITED PARCEL SERVICE OF AMERICA, INC.",VOYA RETIREMENT INSURANCE AND ANNUITY,Voya,"UNITED PARCEL SERVICE OF AMERICA, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: UNITED PARCEL SERVICE OF AMERICA, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: UPS 401(K) SAVINGS PLAN | Participants: 145,125 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"GENERAL WHOLESALE CO. , INC.",ASCENSUS,Transamerica,"GENERAL WHOLESALE COMPANY, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: GENERAL WHOLESALE COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GENERAL WHOLESALE COMPANY, INC. 401(K) PROFIT SHARING PLAN | Participants: 571 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"MCLANE COMPANY, INC.","MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,"MCLANE COMPANY, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: MCLANE COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MCLANE COMPANY, INC. PROFIT SHARING PLAN | Participants: 29,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PRIME HEALTHCARE SERVICES, INC.",TRANSAMERICA,Transamerica,"PRIME HEALTHCARE SERVICES, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: PRIME HEALTHCARE SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: PRIME HEALTHCARE SERVICES, INC. 401(K) PLAN | Participants: 47,397 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
